Total Score,Feasibility,Generation,Input,Variant
-8.0,Infeasible,118,1,2
-8.0,Infeasible,118,1,2
11.0,Feasible,118,1,2
11.0,Feasible,118,1,2
7.0,Feasible,118,1,2
-8.0,Infeasible,118,1,2
-8.0,Infeasible,118,1,2
11.0,Feasible,118,1,2
11.0,Feasible,118,1,2
11.0,Feasible,118,1,2
15.0,Feasible,118,1,2
11.0,Feasible,118,1,2
11.0,Feasible,118,1,2
-9.153846153846153,Infeasible,118,1,2
-8.0,Infeasible,118,1,2
7.0,Feasible,118,1,2
11.0,Feasible,118,1,2
11.0,Feasible,118,1,2
-10.162790697674417,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-19.51851851851852,Infeasible,0,2,2
-0.725,Infeasible,0,2,2
-9.208986415882968,Infeasible,0,2,2
-9.245398773006135,Infeasible,0,2,2
-9.285714285714285,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-18.99999999999999,Infeasible,0,2,2
-10.234567901234566,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-9.246305418719212,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-10.349693251533742,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-3.8118811881188126,Infeasible,0,2,2
-8.575,Infeasible,0,2,2
-16.40740740740741,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-8.725,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-8.0,Infeasible,0,2,2
-27.52941176470589,Infeasible,0,2,2
-13.0,Infeasible,0,2,2
-68.19999999999995,Infeasible,0,2,2
-20.76470588235295,Infeasible,0,2,2
-10.458128078817733,Infeasible,0,2,2
,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.56,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
6.0,Feasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
,Infeasible,1,2,2
-13.0,Infeasible,1,2,2
-9.15,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-8.0,Infeasible,1,2,2
-4.5,Infeasible,2,2,2
-4.5,Infeasible,2,2,2
-8.575,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-16.368421052631582,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
13.0,Feasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.725,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.725,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
-8.575,Infeasible,2,2,2
-12.333333333333332,Infeasible,2,2,2
-8.0,Infeasible,2,2,2
13.0,Feasible,3,2,2
6.0,Feasible,3,2,2
-4.5,Infeasible,3,2,2
-4.5,Infeasible,3,2,2
-4.5,Infeasible,3,2,2
-4.5,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-0.575,Infeasible,3,2,2
-0.575,Infeasible,3,2,2
-0.575,Infeasible,3,2,2
-0.575,Infeasible,3,2,2
-8.575,Infeasible,3,2,2
,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.42,Infeasible,3,2,2
6.0,Feasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-8.0,Infeasible,3,2,2
-0.9450000000000001,Infeasible,3,2,2
13.0,Feasible,4,2,2
6.0,Feasible,4,2,2
,Infeasible,4,2,2
6.0,Feasible,4,2,2
-4.5,Infeasible,4,2,2
-4.5,Infeasible,4,2,2
-4.5,Infeasible,4,2,2
-4.5,Infeasible,4,2,2
-4.5,Infeasible,4,2,2
-4.5,Infeasible,4,2,2
-4.5,Infeasible,4,2,2
-0.42,Infeasible,4,2,2
-5.025,Infeasible,4,2,2
-0.575,Infeasible,4,2,2
-0.575,Infeasible,4,2,2
-0.575,Infeasible,4,2,2
-0.575,Infeasible,4,2,2
-0.575,Infeasible,4,2,2
-8.575,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-0.725,Infeasible,4,2,2
-0.725,Infeasible,4,2,2
-10.98019801980198,Infeasible,4,2,2
-8.42,Infeasible,4,2,2
-0.42,Infeasible,4,2,2
-8.725,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-12.333333333333332,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
13.0,Feasible,4,2,2
-8.0,Infeasible,4,2,2
,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.0,Infeasible,4,2,2
-8.575,Infeasible,4,2,2
-8.0,Infeasible,5,2,2
13.0,Feasible,5,2,2
13.0,Feasible,5,2,2
,Infeasible,5,2,2
6.0,Feasible,5,2,2
6.0,Feasible,5,2,2
6.0,Feasible,5,2,2
-0.575,Infeasible,5,2,2
-0.575,Infeasible,5,2,2
-0.575,Infeasible,5,2,2
-0.575,Infeasible,5,2,2
-0.575,Infeasible,5,2,2
-8.575,Infeasible,5,2,2
-0.575,Infeasible,5,2,2
-0.575,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-4.5,Infeasible,5,2,2
-0.725,Infeasible,5,2,2
-0.725,Infeasible,5,2,2
-0.725,Infeasible,5,2,2
-0.725,Infeasible,5,2,2
-0.725,Infeasible,5,2,2
-0.725,Infeasible,5,2,2
-3.8118811881188126,Infeasible,5,2,2
-3.8118811881188126,Infeasible,5,2,2
13.0,Feasible,6,2,2
13.0,Feasible,6,2,2
13.0,Feasible,6,2,2
13.0,Feasible,6,2,2
13.0,Feasible,6,2,2
13.0,Feasible,6,2,2
6.0,Feasible,6,2,2
6.0,Feasible,6,2,2
6.0,Feasible,6,2,2
6.0,Feasible,6,2,2
-0.42,Infeasible,6,2,2
-0.42,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.0,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.575,Infeasible,6,2,2
-8.0,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.0,Infeasible,6,2,2
-0.575,Infeasible,6,2,2
-8.0,Infeasible,6,2,2
-5.075,Infeasible,6,2,2
0.0,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
-4.5,Infeasible,6,2,2
7.0,Feasible,7,2,2
13.0,Feasible,7,2,2
13.0,Feasible,7,2,2
13.0,Feasible,7,2,2
13.0,Feasible,7,2,2
13.0,Feasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
-8.0,Infeasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
6.0,Feasible,7,2,2
-0.575,Infeasible,7,2,2
-8.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-8.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-8.0,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-8.0,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
-0.575,Infeasible,7,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
7.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
13.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
7.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
-8.0,Infeasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
6.0,Feasible,8,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
6.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
-8.0,Infeasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
7.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
7.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
-8.0,Infeasible,9,2,2
13.0,Feasible,9,2,2
-8.0,Infeasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
13.0,Feasible,9,2,2
7.0,Feasible,9,2,2
6.0,Feasible,9,2,2
-8.0,Infeasible,9,2,2
6.0,Feasible,9,2,2
7.0,Feasible,9,2,2
-8.0,Infeasible,9,2,2
-15.896551724137929,Infeasible,9,2,2
6.0,Feasible,9,2,2
6.0,Feasible,9,2,2
6.0,Feasible,9,2,2
-3.8118811881188126,Infeasible,10,2,2
6.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
-2.9801980198019806,Infeasible,10,2,2
6.0,Feasible,10,2,2
13.0,Feasible,10,2,2
-2.9801980198019806,Infeasible,10,2,2
6.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
6.0,Feasible,10,2,2
-3.8118811881188126,Infeasible,10,2,2
7.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
-2.9801980198019806,Infeasible,10,2,2
6.0,Feasible,10,2,2
13.0,Feasible,10,2,2
6.0,Feasible,10,2,2
6.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
7.0,Feasible,10,2,2
-8.0,Infeasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
-8.0,Infeasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
13.0,Feasible,10,2,2
7.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
-8.0,Infeasible,11,2,2
13.0,Feasible,11,2,2
-8.0,Infeasible,11,2,2
13.0,Feasible,11,2,2
,Infeasible,11,2,2
6.0,Feasible,11,2,2
-2.9801980198019806,Infeasible,11,2,2
13.0,Feasible,11,2,2
6.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
-2.9801980198019806,Infeasible,11,2,2
6.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
-2.9801980198019806,Infeasible,11,2,2
6.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
-2.9801980198019806,Infeasible,11,2,2
6.0,Feasible,11,2,2
6.0,Feasible,11,2,2
-8.0,Infeasible,11,2,2
13.0,Feasible,11,2,2
6.0,Feasible,11,2,2
-2.9801980198019806,Infeasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
13.0,Feasible,11,2,2
-2.9801980198019806,Infeasible,11,2,2
7.0,Feasible,11,2,2
13.0,Feasible,12,2,2
13.0,Feasible,12,2,2
13.0,Feasible,12,2,2
,Infeasible,12,2,2
-2.9801980198019806,Infeasible,12,2,2
6.0,Feasible,12,2,2
,Infeasible,12,2,2
13.0,Feasible,12,2,2
13.0,Feasible,12,2,2
13.0,Feasible,12,2,2
7.0,Feasible,12,2,2
6.0,Feasible,12,2,2
-2.9801980198019806,Infeasible,12,2,2
7.0,Feasible,12,2,2
-8.0,Infeasible,12,2,2
13.0,Feasible,12,2,2
13.0,Feasible,12,2,2
6.0,Feasible,12,2,2
13.0,Feasible,12,2,2
13.0,Feasible,12,2,2
-10.98019801980198,Infeasible,12,2,2
6.0,Feasible,12,2,2
6.0,Feasible,12,2,2
-2.9801980198019806,Infeasible,12,2,2
13.0,Feasible,12,2,2
6.0,Feasible,12,2,2
13.0,Feasible,12,2,2
-2.9801980198019806,Infeasible,13,2,2
6.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
6.0,Feasible,13,2,2
-3.8118811881188126,Infeasible,13,2,2
13.0,Feasible,13,2,2
7.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
6.0,Feasible,13,2,2
6.0,Feasible,13,2,2
-8.0,Infeasible,13,2,2
7.0,Feasible,13,2,2
6.0,Feasible,13,2,2
-3.8118811881188126,Infeasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
-8.0,Infeasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
6.0,Feasible,13,2,2
-2.9801980198019806,Infeasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
6.0,Feasible,13,2,2
-3.8118811881188126,Infeasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
13.0,Feasible,13,2,2
7.0,Feasible,13,2,2
13.0,Feasible,13,2,2
-2.9801980198019806,Infeasible,14,2,2
6.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
-3.8118811881188126,Infeasible,14,2,2
-8.0,Infeasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
-8.0,Infeasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
-3.8118811881188126,Infeasible,14,2,2
6.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
-2.9801980198019806,Infeasible,14,2,2
6.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
6.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,14,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
7.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
7.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
6.0,Feasible,15,2,2
-3.8118811881188126,Infeasible,15,2,2
6.0,Feasible,15,2,2
-3.8118811881188126,Infeasible,15,2,2
-2.9801980198019806,Infeasible,15,2,2
6.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
6.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
6.0,Feasible,15,2,2
-2.9801980198019806,Infeasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
7.0,Feasible,15,2,2
13.0,Feasible,15,2,2
6.0,Feasible,15,2,2
-3.8118811881188126,Infeasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
13.0,Feasible,15,2,2
6.0,Feasible,16,2,2
-2.9801980198019806,Infeasible,16,2,2
-8.0,Infeasible,16,2,2
7.0,Feasible,16,2,2
-8.0,Infeasible,16,2,2
-2.9801980198019806,Infeasible,16,2,2
6.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
7.0,Feasible,16,2,2
-17.705882352941185,Infeasible,16,2,2
6.0,Feasible,16,2,2
6.0,Feasible,16,2,2
-2.9801980198019806,Infeasible,16,2,2
13.0,Feasible,16,2,2
-8.0,Infeasible,16,2,2
7.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
6.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
-8.0,Infeasible,16,2,2
13.0,Feasible,16,2,2
-8.0,Infeasible,16,2,2
6.0,Feasible,16,2,2
-2.9801980198019806,Infeasible,16,2,2
6.0,Feasible,16,2,2
-2.9801980198019806,Infeasible,16,2,2
-8.0,Infeasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
,Infeasible,16,2,2
-2.9801980198019806,Infeasible,16,2,2
6.0,Feasible,16,2,2
13.0,Feasible,16,2,2
13.0,Feasible,16,2,2
-2.9801980198019806,Infeasible,17,2,2
6.0,Feasible,17,2,2
7.0,Feasible,17,2,2
-8.0,Infeasible,17,2,2
6.0,Feasible,17,2,2
13.0,Feasible,17,2,2
6.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
-2.9801980198019806,Infeasible,17,2,2
6.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,17,2,2
-8.0,Infeasible,17,2,2
6.0,Feasible,17,2,2
,Infeasible,17,2,2
-2.9801980198019806,Infeasible,17,2,2
7.0,Feasible,17,2,2
7.0,Feasible,17,2,2
13.0,Feasible,17,2,2
7.0,Feasible,17,2,2
13.0,Feasible,17,2,2
7.0,Feasible,17,2,2
13.0,Feasible,17,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
-2.9801980198019806,Infeasible,18,2,2
6.0,Feasible,18,2,2
13.0,Feasible,18,2,2
-8.0,Infeasible,18,2,2
-8.0,Infeasible,18,2,2
-8.0,Infeasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
-2.9801980198019806,Infeasible,18,2,2
6.0,Feasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
-17.705882352941185,Infeasible,18,2,2
6.0,Feasible,18,2,2
-2.9801980198019806,Infeasible,18,2,2
6.0,Feasible,18,2,2
-8.0,Infeasible,18,2,2
7.0,Feasible,18,2,2
6.0,Feasible,18,2,2
-8.0,Infeasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
-3.8118811881188126,Infeasible,18,2,2
6.0,Feasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
6.0,Feasible,18,2,2
13.0,Feasible,18,2,2
13.0,Feasible,18,2,2
7.0,Feasible,18,2,2
13.0,Feasible,18,2,2
-2.9801980198019806,Infeasible,19,2,2
6.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
6.0,Feasible,19,2,2
-2.9801980198019806,Infeasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
-8.0,Infeasible,19,2,2
13.0,Feasible,19,2,2
6.0,Feasible,19,2,2
-8.0,Infeasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
7.0,Feasible,19,2,2
6.0,Feasible,19,2,2
-2.9801980198019806,Infeasible,19,2,2
13.0,Feasible,19,2,2
7.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
-8.0,Infeasible,19,2,2
7.0,Feasible,19,2,2
-2.9801980198019806,Infeasible,19,2,2
6.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
6.0,Feasible,19,2,2
-2.9801980198019806,Infeasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
13.0,Feasible,19,2,2
7.0,Feasible,19,2,2
6.0,Feasible,20,2,2
-2.9801980198019806,Infeasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
-2.9801980198019806,Infeasible,20,2,2
6.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
-2.9801980198019806,Infeasible,20,2,2
6.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
6.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
-3.8118811881188126,Infeasible,20,2,2
6.0,Feasible,20,2,2
7.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
6.0,Feasible,20,2,2
-2.9801980198019806,Infeasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,20,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
-2.9801980198019806,Infeasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
6.0,Feasible,21,2,2
-2.9801980198019806,Infeasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
-3.8118811881188126,Infeasible,21,2,2
6.0,Feasible,21,2,2
7.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
-2.9801980198019806,Infeasible,21,2,2
,Infeasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
6.0,Feasible,21,2,2
-2.9801980198019806,Infeasible,21,2,2
-8.0,Infeasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
13.0,Feasible,21,2,2
