Individual,Run,Variant,Input,Feasibility
83,37,1,2,Infeasible
84,37,1,2,Infeasible
85,37,1,2,Infeasible
86,37,1,2,Infeasible
87,37,1,2,Infeasible
88,37,1,2,Infeasible
89,37,1,2,Infeasible
90,37,1,2,Infeasible
91,37,1,2,Infeasible
0,37,1,3,Infeasible
1,37,1,3,Infeasible
2,37,1,3,Infeasible
3,37,1,3,Infeasible
4,37,1,3,Infeasible
5,37,1,3,Infeasible
6,37,1,3,Infeasible
7,37,1,3,Infeasible
8,37,1,3,Infeasible
9,37,1,3,Infeasible
10,37,1,3,Infeasible
11,37,1,3,Infeasible
12,37,1,3,Infeasible
13,37,1,3,Infeasible
14,37,1,3,Infeasible
15,37,1,3,Infeasible
16,37,1,3,Infeasible
17,37,1,3,Infeasible
18,37,1,3,Infeasible
19,37,1,3,Infeasible
20,37,1,3,Infeasible
21,37,1,3,Infeasible
22,37,1,3,Infeasible
23,37,1,3,Infeasible
24,37,1,3,Infeasible
25,37,1,3,Infeasible
26,37,1,3,Infeasible
27,37,1,3,Infeasible
28,37,1,3,Infeasible
29,37,1,3,Infeasible
30,37,1,3,Infeasible
31,37,1,3,Infeasible
32,37,1,3,Infeasible
33,37,1,3,Infeasible
34,37,1,3,Infeasible
35,37,1,3,Infeasible
36,37,1,3,Infeasible
37,37,1,3,Infeasible
38,37,1,3,Infeasible
39,37,1,3,Infeasible
40,37,1,3,Infeasible
41,37,1,3,Infeasible
42,37,1,3,Infeasible
43,37,1,3,Infeasible
44,37,1,3,Infeasible
45,37,1,3,Infeasible
46,37,1,3,Infeasible
47,37,1,3,Infeasible
48,37,1,3,Infeasible
49,37,1,3,Infeasible
50,37,1,3,Infeasible
51,37,1,3,Infeasible
52,37,1,3,Infeasible
53,37,1,3,Infeasible
54,37,1,3,Infeasible
55,37,1,3,Infeasible
56,37,1,3,Infeasible
57,37,1,3,Infeasible
58,37,1,3,Infeasible
59,37,1,3,Infeasible
60,37,1,3,Infeasible
61,37,1,3,Infeasible
62,37,1,3,Infeasible
63,37,1,3,Infeasible
64,37,1,3,Infeasible
65,37,1,3,Infeasible
66,37,1,3,Infeasible
67,37,1,3,Infeasible
68,37,1,3,Infeasible
69,37,1,3,Infeasible
70,37,1,3,Infeasible
71,37,1,3,Infeasible
72,37,1,3,Infeasible
73,37,1,3,Infeasible
74,37,1,3,Infeasible
75,37,1,3,Infeasible
76,37,1,3,Infeasible
77,37,1,3,Infeasible
78,37,1,3,Infeasible
79,37,1,3,Infeasible
80,37,1,3,Infeasible
81,37,1,3,Infeasible
82,37,1,3,Infeasible
83,37,1,3,Infeasible
84,37,1,3,Infeasible
85,37,1,3,Infeasible
86,37,1,3,Infeasible
87,37,1,3,Infeasible
88,37,1,3,Feasible
89,37,1,3,Infeasible
90,37,1,3,Infeasible
91,37,1,3,Infeasible
0,38,1,1,Infeasible
1,38,1,1,Infeasible
2,38,1,1,Infeasible
3,38,1,1,Infeasible
4,38,1,1,Infeasible
5,38,1,1,Infeasible
6,38,1,1,Infeasible
7,38,1,1,Infeasible
8,38,1,1,Infeasible
9,38,1,1,Infeasible
10,38,1,1,Infeasible
11,38,1,1,Infeasible
12,38,1,1,Infeasible
13,38,1,1,Infeasible
14,38,1,1,Infeasible
15,38,1,1,Infeasible
16,38,1,1,Infeasible
17,38,1,1,Infeasible
18,38,1,1,Infeasible
19,38,1,1,Infeasible
20,38,1,1,Infeasible
21,38,1,1,Infeasible
22,38,1,1,Infeasible
23,38,1,1,Infeasible
24,38,1,1,Infeasible
25,38,1,1,Infeasible
26,38,1,1,Infeasible
27,38,1,1,Infeasible
28,38,1,1,Infeasible
29,38,1,1,Infeasible
30,38,1,1,Infeasible
31,38,1,1,Infeasible
32,38,1,1,Infeasible
33,38,1,1,Infeasible
34,38,1,1,Infeasible
35,38,1,1,Infeasible
36,38,1,1,Infeasible
37,38,1,1,Infeasible
38,38,1,1,Infeasible
39,38,1,1,Infeasible
40,38,1,1,Infeasible
41,38,1,1,Infeasible
42,38,1,1,Infeasible
43,38,1,1,Infeasible
44,38,1,1,Infeasible
45,38,1,1,Infeasible
46,38,1,1,Infeasible
47,38,1,1,Infeasible
48,38,1,1,Infeasible
49,38,1,1,Infeasible
50,38,1,1,Infeasible
51,38,1,1,Infeasible
52,38,1,1,Infeasible
53,38,1,1,Infeasible
54,38,1,1,Infeasible
55,38,1,1,Infeasible
56,38,1,1,Infeasible
57,38,1,1,Infeasible
58,38,1,1,Infeasible
59,38,1,1,Infeasible
60,38,1,1,Infeasible
61,38,1,1,Infeasible
62,38,1,1,Infeasible
63,38,1,1,Infeasible
64,38,1,1,Infeasible
65,38,1,1,Infeasible
66,38,1,1,Infeasible
67,38,1,1,Infeasible
68,38,1,1,Infeasible
69,38,1,1,Infeasible
70,38,1,1,Infeasible
71,38,1,1,Infeasible
72,38,1,1,Infeasible
73,38,1,1,Infeasible
74,38,1,1,Infeasible
75,38,1,1,Infeasible
76,38,1,1,Infeasible
77,38,1,1,Infeasible
78,38,1,1,Infeasible
79,38,1,1,Infeasible
80,38,1,1,Infeasible
81,38,1,1,Infeasible
82,38,1,1,Infeasible
83,38,1,1,Infeasible
84,38,1,1,Infeasible
85,38,1,1,Infeasible
86,38,1,1,Infeasible
87,38,1,1,Infeasible
88,38,1,1,Infeasible
89,38,1,1,Infeasible
90,38,1,1,Infeasible
91,38,1,1,Infeasible
0,38,1,2,Infeasible
1,38,1,2,Infeasible
2,38,1,2,Infeasible
3,38,1,2,Infeasible
4,38,1,2,Infeasible
5,38,1,2,Infeasible
6,38,1,2,Infeasible
7,38,1,2,Infeasible
8,38,1,2,Infeasible
9,38,1,2,Infeasible
10,38,1,2,Infeasible
11,38,1,2,Infeasible
12,38,1,2,Infeasible
13,38,1,2,Infeasible
14,38,1,2,Infeasible
15,38,1,2,Infeasible
16,38,1,2,Infeasible
17,38,1,2,Infeasible
18,38,1,2,Infeasible
19,38,1,2,Infeasible
20,38,1,2,Infeasible
21,38,1,2,Infeasible
22,38,1,2,Infeasible
23,38,1,2,Infeasible
24,38,1,2,Infeasible
25,38,1,2,Infeasible
26,38,1,2,Infeasible
27,38,1,2,Infeasible
28,38,1,2,Infeasible
29,38,1,2,Infeasible
30,38,1,2,Infeasible
31,38,1,2,Infeasible
32,38,1,2,Infeasible
33,38,1,2,Infeasible
34,38,1,2,Infeasible
35,38,1,2,Infeasible
36,38,1,2,Infeasible
37,38,1,2,Infeasible
38,38,1,2,Infeasible
39,38,1,2,Infeasible
40,38,1,2,Feasible
41,38,1,2,Infeasible
42,38,1,2,Infeasible
43,38,1,2,Infeasible
44,38,1,2,Infeasible
45,38,1,2,Infeasible
46,38,1,2,Infeasible
47,38,1,2,Infeasible
48,38,1,2,Infeasible
49,38,1,2,Infeasible
50,38,1,2,Infeasible
51,38,1,2,Infeasible
52,38,1,2,Infeasible
53,38,1,2,Infeasible
54,38,1,2,Infeasible
55,38,1,2,Infeasible
56,38,1,2,Infeasible
57,38,1,2,Infeasible
58,38,1,2,Infeasible
59,38,1,2,Infeasible
60,38,1,2,Infeasible
61,38,1,2,Infeasible
62,38,1,2,Infeasible
63,38,1,2,Infeasible
64,38,1,2,Infeasible
65,38,1,2,Infeasible
66,38,1,2,Infeasible
67,38,1,2,Infeasible
68,38,1,2,Infeasible
69,38,1,2,Infeasible
70,38,1,2,Infeasible
71,38,1,2,Infeasible
72,38,1,2,Infeasible
73,38,1,2,Infeasible
74,38,1,2,Infeasible
75,38,1,2,Infeasible
76,38,1,2,Infeasible
77,38,1,2,Infeasible
78,38,1,2,Infeasible
79,38,1,2,Infeasible
80,38,1,2,Infeasible
81,38,1,2,Infeasible
82,38,1,2,Infeasible
83,38,1,2,Infeasible
84,38,1,2,Infeasible
85,38,1,2,Infeasible
86,38,1,2,Infeasible
87,38,1,2,Infeasible
88,38,1,2,Infeasible
89,38,1,2,Infeasible
90,38,1,2,Infeasible
91,38,1,2,Infeasible
0,38,1,3,Infeasible
1,38,1,3,Infeasible
2,38,1,3,Infeasible
3,38,1,3,Infeasible
4,38,1,3,Infeasible
5,38,1,3,Infeasible
6,38,1,3,Infeasible
7,38,1,3,Infeasible
8,38,1,3,Infeasible
9,38,1,3,Infeasible
10,38,1,3,Infeasible
11,38,1,3,Infeasible
12,38,1,3,Infeasible
13,38,1,3,Infeasible
14,38,1,3,Infeasible
15,38,1,3,Infeasible
16,38,1,3,Infeasible
17,38,1,3,Infeasible
18,38,1,3,Infeasible
19,38,1,3,Infeasible
20,38,1,3,Infeasible
21,38,1,3,Infeasible
22,38,1,3,Infeasible
23,38,1,3,Infeasible
24,38,1,3,Infeasible
25,38,1,3,Infeasible
26,38,1,3,Infeasible
27,38,1,3,Infeasible
28,38,1,3,Infeasible
29,38,1,3,Infeasible
30,38,1,3,Infeasible
31,38,1,3,Infeasible
32,38,1,3,Infeasible
33,38,1,3,Infeasible
34,38,1,3,Infeasible
35,38,1,3,Infeasible
36,38,1,3,Infeasible
37,38,1,3,Infeasible
38,38,1,3,Infeasible
39,38,1,3,Infeasible
40,38,1,3,Infeasible
41,38,1,3,Infeasible
42,38,1,3,Infeasible
43,38,1,3,Infeasible
44,38,1,3,Infeasible
45,38,1,3,Infeasible
46,38,1,3,Infeasible
47,38,1,3,Infeasible
48,38,1,3,Infeasible
49,38,1,3,Infeasible
50,38,1,3,Infeasible
51,38,1,3,Infeasible
52,38,1,3,Infeasible
53,38,1,3,Infeasible
54,38,1,3,Infeasible
55,38,1,3,Infeasible
56,38,1,3,Infeasible
57,38,1,3,Infeasible
58,38,1,3,Infeasible
59,38,1,3,Infeasible
60,38,1,3,Infeasible
61,38,1,3,Infeasible
62,38,1,3,Infeasible
63,38,1,3,Infeasible
64,38,1,3,Infeasible
65,38,1,3,Infeasible
66,38,1,3,Infeasible
67,38,1,3,Infeasible
68,38,1,3,Infeasible
69,38,1,3,Infeasible
70,38,1,3,Infeasible
71,38,1,3,Infeasible
72,38,1,3,Infeasible
73,38,1,3,Infeasible
74,38,1,3,Infeasible
75,38,1,3,Infeasible
76,38,1,3,Infeasible
77,38,1,3,Infeasible
78,38,1,3,Infeasible
79,38,1,3,Infeasible
80,38,1,3,Infeasible
81,38,1,3,Infeasible
82,38,1,3,Infeasible
83,38,1,3,Infeasible
84,38,1,3,Infeasible
85,38,1,3,Infeasible
86,38,1,3,Infeasible
87,38,1,3,Infeasible
88,38,1,3,Infeasible
89,38,1,3,Infeasible
90,38,1,3,Infeasible
91,38,1,3,Infeasible
0,39,1,1,Infeasible
1,39,1,1,Infeasible
2,39,1,1,Infeasible
3,39,1,1,Infeasible
4,39,1,1,Infeasible
5,39,1,1,Infeasible
6,39,1,1,Infeasible
7,39,1,1,Infeasible
8,39,1,1,Infeasible
9,39,1,1,Infeasible
10,39,1,1,Infeasible
11,39,1,1,Infeasible
12,39,1,1,Infeasible
13,39,1,1,Infeasible
14,39,1,1,Infeasible
15,39,1,1,Infeasible
16,39,1,1,Infeasible
17,39,1,1,Infeasible
18,39,1,1,Infeasible
19,39,1,1,Infeasible
20,39,1,1,Infeasible
21,39,1,1,Infeasible
22,39,1,1,Infeasible
23,39,1,1,Infeasible
24,39,1,1,Infeasible
25,39,1,1,Infeasible
26,39,1,1,Infeasible
27,39,1,1,Infeasible
28,39,1,1,Infeasible
29,39,1,1,Infeasible
30,39,1,1,Infeasible
31,39,1,1,Infeasible
32,39,1,1,Infeasible
33,39,1,1,Infeasible
34,39,1,1,Infeasible
35,39,1,1,Infeasible
36,39,1,1,Infeasible
37,39,1,1,Infeasible
38,39,1,1,Infeasible
39,39,1,1,Infeasible
40,39,1,1,Infeasible
41,39,1,1,Infeasible
42,39,1,1,Infeasible
43,39,1,1,Infeasible
44,39,1,1,Infeasible
45,39,1,1,Infeasible
46,39,1,1,Infeasible
47,39,1,1,Infeasible
48,39,1,1,Infeasible
49,39,1,1,Infeasible
50,39,1,1,Infeasible
51,39,1,1,Infeasible
52,39,1,1,Infeasible
53,39,1,1,Infeasible
54,39,1,1,Infeasible
55,39,1,1,Infeasible
56,39,1,1,Infeasible
57,39,1,1,Infeasible
58,39,1,1,Infeasible
59,39,1,1,Infeasible
60,39,1,1,Infeasible
61,39,1,1,Infeasible
62,39,1,1,Infeasible
63,39,1,1,Infeasible
64,39,1,1,Infeasible
65,39,1,1,Feasible
66,39,1,1,Infeasible
67,39,1,1,Infeasible
68,39,1,1,Infeasible
69,39,1,1,Infeasible
70,39,1,1,Infeasible
71,39,1,1,Infeasible
72,39,1,1,Infeasible
73,39,1,1,Infeasible
74,39,1,1,Infeasible
75,39,1,1,Infeasible
76,39,1,1,Infeasible
77,39,1,1,Infeasible
78,39,1,1,Infeasible
79,39,1,1,Infeasible
80,39,1,1,Infeasible
81,39,1,1,Infeasible
82,39,1,1,Infeasible
83,39,1,1,Infeasible
84,39,1,1,Infeasible
85,39,1,1,Infeasible
86,39,1,1,Infeasible
87,39,1,1,Feasible
88,39,1,1,Infeasible
89,39,1,1,Infeasible
90,39,1,1,Infeasible
91,39,1,1,Infeasible
0,39,1,2,Infeasible
1,39,1,2,Infeasible
2,39,1,2,Infeasible
3,39,1,2,Infeasible
4,39,1,2,Infeasible
5,39,1,2,Infeasible
6,39,1,2,Infeasible
7,39,1,2,Infeasible
8,39,1,2,Infeasible
9,39,1,2,Infeasible
10,39,1,2,Infeasible
11,39,1,2,Infeasible
12,39,1,2,Infeasible
13,39,1,2,Infeasible
14,39,1,2,Infeasible
15,39,1,2,Infeasible
16,39,1,2,Infeasible
17,39,1,2,Infeasible
18,39,1,2,Infeasible
19,39,1,2,Infeasible
20,39,1,2,Infeasible
21,39,1,2,Infeasible
22,39,1,2,Infeasible
23,39,1,2,Infeasible
24,39,1,2,Infeasible
25,39,1,2,Infeasible
26,39,1,2,Infeasible
27,39,1,2,Infeasible
28,39,1,2,Infeasible
29,39,1,2,Infeasible
30,39,1,2,Infeasible
31,39,1,2,Infeasible
32,39,1,2,Infeasible
33,39,1,2,Infeasible
34,39,1,2,Infeasible
35,39,1,2,Infeasible
36,39,1,2,Infeasible
37,39,1,2,Infeasible
38,39,1,2,Infeasible
39,39,1,2,Infeasible
40,39,1,2,Infeasible
41,39,1,2,Infeasible
42,39,1,2,Infeasible
43,39,1,2,Infeasible
44,39,1,2,Infeasible
45,39,1,2,Infeasible
46,39,1,2,Infeasible
47,39,1,2,Infeasible
48,39,1,2,Infeasible
49,39,1,2,Infeasible
50,39,1,2,Infeasible
51,39,1,2,Infeasible
52,39,1,2,Infeasible
53,39,1,2,Infeasible
54,39,1,2,Infeasible
55,39,1,2,Infeasible
56,39,1,2,Infeasible
57,39,1,2,Infeasible
58,39,1,2,Infeasible
59,39,1,2,Infeasible
60,39,1,2,Infeasible
61,39,1,2,Infeasible
62,39,1,2,Infeasible
63,39,1,2,Infeasible
64,39,1,2,Infeasible
65,39,1,2,Infeasible
66,39,1,2,Infeasible
67,39,1,2,Infeasible
68,39,1,2,Infeasible
69,39,1,2,Infeasible
70,39,1,2,Infeasible
71,39,1,2,Infeasible
72,39,1,2,Infeasible
73,39,1,2,Infeasible
74,39,1,2,Infeasible
75,39,1,2,Infeasible
76,39,1,2,Infeasible
77,39,1,2,Infeasible
78,39,1,2,Infeasible
79,39,1,2,Infeasible
80,39,1,2,Infeasible
81,39,1,2,Infeasible
82,39,1,2,Infeasible
83,39,1,2,Infeasible
84,39,1,2,Infeasible
85,39,1,2,Infeasible
86,39,1,2,Infeasible
87,39,1,2,Infeasible
88,39,1,2,Infeasible
89,39,1,2,Infeasible
90,39,1,2,Infeasible
91,39,1,2,Infeasible
0,39,1,3,Infeasible
1,39,1,3,Infeasible
2,39,1,3,Infeasible
3,39,1,3,Infeasible
4,39,1,3,Infeasible
5,39,1,3,Infeasible
6,39,1,3,Infeasible
7,39,1,3,Infeasible
8,39,1,3,Infeasible
9,39,1,3,Infeasible
10,39,1,3,Infeasible
11,39,1,3,Infeasible
12,39,1,3,Infeasible
13,39,1,3,Infeasible
14,39,1,3,Infeasible
15,39,1,3,Infeasible
16,39,1,3,Infeasible
17,39,1,3,Infeasible
18,39,1,3,Infeasible
19,39,1,3,Infeasible
20,39,1,3,Infeasible
21,39,1,3,Infeasible
22,39,1,3,Infeasible
23,39,1,3,Infeasible
24,39,1,3,Infeasible
25,39,1,3,Infeasible
26,39,1,3,Infeasible
27,39,1,3,Infeasible
28,39,1,3,Infeasible
29,39,1,3,Infeasible
30,39,1,3,Infeasible
31,39,1,3,Infeasible
32,39,1,3,Infeasible
33,39,1,3,Infeasible
34,39,1,3,Infeasible
35,39,1,3,Infeasible
36,39,1,3,Infeasible
37,39,1,3,Infeasible
38,39,1,3,Infeasible
39,39,1,3,Infeasible
40,39,1,3,Infeasible
41,39,1,3,Infeasible
42,39,1,3,Infeasible
43,39,1,3,Infeasible
44,39,1,3,Infeasible
45,39,1,3,Infeasible
46,39,1,3,Infeasible
47,39,1,3,Infeasible
48,39,1,3,Infeasible
49,39,1,3,Infeasible
50,39,1,3,Infeasible
51,39,1,3,Infeasible
52,39,1,3,Infeasible
53,39,1,3,Infeasible
54,39,1,3,Infeasible
55,39,1,3,Infeasible
56,39,1,3,Infeasible
57,39,1,3,Infeasible
58,39,1,3,Infeasible
59,39,1,3,Infeasible
60,39,1,3,Infeasible
61,39,1,3,Infeasible
62,39,1,3,Infeasible
63,39,1,3,Infeasible
64,39,1,3,Infeasible
65,39,1,3,Infeasible
66,39,1,3,Infeasible
67,39,1,3,Infeasible
68,39,1,3,Infeasible
69,39,1,3,Infeasible
70,39,1,3,Infeasible
71,39,1,3,Infeasible
72,39,1,3,Infeasible
73,39,1,3,Infeasible
74,39,1,3,Infeasible
75,39,1,3,Infeasible
76,39,1,3,Infeasible
77,39,1,3,Infeasible
78,39,1,3,Infeasible
79,39,1,3,Infeasible
80,39,1,3,Infeasible
81,39,1,3,Infeasible
82,39,1,3,Infeasible
83,39,1,3,Infeasible
84,39,1,3,Infeasible
85,39,1,3,Infeasible
86,39,1,3,Infeasible
87,39,1,3,Infeasible
88,39,1,3,Infeasible
89,39,1,3,Infeasible
90,39,1,3,Infeasible
91,39,1,3,Infeasible
0,40,1,1,Infeasible
1,40,1,1,Infeasible
2,40,1,1,Infeasible
3,40,1,1,Infeasible
4,40,1,1,Infeasible
5,40,1,1,Infeasible
6,40,1,1,Infeasible
7,40,1,1,Infeasible
8,40,1,1,Infeasible
9,40,1,1,Infeasible
10,40,1,1,Infeasible
11,40,1,1,Infeasible
12,40,1,1,Feasible
13,40,1,1,Infeasible
14,40,1,1,Infeasible
15,40,1,1,Infeasible
16,40,1,1,Infeasible
17,40,1,1,Infeasible
18,40,1,1,Infeasible
19,40,1,1,Infeasible
20,40,1,1,Infeasible
21,40,1,1,Infeasible
22,40,1,1,Infeasible
23,40,1,1,Infeasible
24,40,1,1,Infeasible
25,40,1,1,Infeasible
26,40,1,1,Infeasible
27,40,1,1,Infeasible
28,40,1,1,Infeasible
29,40,1,1,Infeasible
30,40,1,1,Infeasible
31,40,1,1,Infeasible
32,40,1,1,Infeasible
33,40,1,1,Infeasible
34,40,1,1,Infeasible
35,40,1,1,Infeasible
36,40,1,1,Infeasible
37,40,1,1,Infeasible
38,40,1,1,Infeasible
39,40,1,1,Infeasible
40,40,1,1,Infeasible
41,40,1,1,Infeasible
42,40,1,1,Infeasible
43,40,1,1,Infeasible
44,40,1,1,Infeasible
45,40,1,1,Infeasible
46,40,1,1,Infeasible
47,40,1,1,Infeasible
48,40,1,1,Infeasible
49,40,1,1,Infeasible
50,40,1,1,Infeasible
51,40,1,1,Infeasible
52,40,1,1,Infeasible
53,40,1,1,Infeasible
54,40,1,1,Infeasible
55,40,1,1,Infeasible
56,40,1,1,Infeasible
57,40,1,1,Infeasible
58,40,1,1,Infeasible
59,40,1,1,Infeasible
60,40,1,1,Infeasible
61,40,1,1,Infeasible
62,40,1,1,Infeasible
63,40,1,1,Infeasible
64,40,1,1,Infeasible
65,40,1,1,Infeasible
66,40,1,1,Infeasible
67,40,1,1,Infeasible
68,40,1,1,Infeasible
69,40,1,1,Infeasible
70,40,1,1,Feasible
71,40,1,1,Infeasible
72,40,1,1,Infeasible
73,40,1,1,Infeasible
74,40,1,1,Infeasible
75,40,1,1,Infeasible
76,40,1,1,Infeasible
77,40,1,1,Infeasible
78,40,1,1,Infeasible
79,40,1,1,Infeasible
80,40,1,1,Infeasible
81,40,1,1,Infeasible
82,40,1,1,Infeasible
83,40,1,1,Infeasible
84,40,1,1,Infeasible
85,40,1,1,Infeasible
86,40,1,1,Infeasible
87,40,1,1,Infeasible
88,40,1,1,Infeasible
89,40,1,1,Infeasible
90,40,1,1,Infeasible
91,40,1,1,Infeasible
0,40,1,2,Infeasible
1,40,1,2,Infeasible
2,40,1,2,Infeasible
3,40,1,2,Infeasible
4,40,1,2,Infeasible
5,40,1,2,Infeasible
6,40,1,2,Infeasible
7,40,1,2,Infeasible
8,40,1,2,Infeasible
9,40,1,2,Infeasible
10,40,1,2,Infeasible
11,40,1,2,Infeasible
12,40,1,2,Infeasible
13,40,1,2,Infeasible
14,40,1,2,Infeasible
15,40,1,2,Infeasible
16,40,1,2,Infeasible
17,40,1,2,Infeasible
18,40,1,2,Infeasible
19,40,1,2,Infeasible
20,40,1,2,Infeasible
21,40,1,2,Infeasible
22,40,1,2,Infeasible
23,40,1,2,Infeasible
24,40,1,2,Infeasible
25,40,1,2,Infeasible
26,40,1,2,Infeasible
27,40,1,2,Infeasible
28,40,1,2,Infeasible
29,40,1,2,Infeasible
30,40,1,2,Infeasible
31,40,1,2,Infeasible
32,40,1,2,Infeasible
33,40,1,2,Infeasible
34,40,1,2,Infeasible
35,40,1,2,Infeasible
36,40,1,2,Infeasible
37,40,1,2,Infeasible
38,40,1,2,Infeasible
39,40,1,2,Infeasible
40,40,1,2,Infeasible
41,40,1,2,Infeasible
42,40,1,2,Infeasible
43,40,1,2,Infeasible
44,40,1,2,Infeasible
45,40,1,2,Infeasible
46,40,1,2,Infeasible
47,40,1,2,Infeasible
48,40,1,2,Infeasible
49,40,1,2,Infeasible
50,40,1,2,Infeasible
51,40,1,2,Infeasible
52,40,1,2,Infeasible
53,40,1,2,Infeasible
54,40,1,2,Infeasible
55,40,1,2,Infeasible
56,40,1,2,Infeasible
57,40,1,2,Infeasible
58,40,1,2,Infeasible
59,40,1,2,Infeasible
60,40,1,2,Infeasible
61,40,1,2,Infeasible
62,40,1,2,Infeasible
63,40,1,2,Infeasible
64,40,1,2,Infeasible
65,40,1,2,Infeasible
66,40,1,2,Infeasible
67,40,1,2,Infeasible
68,40,1,2,Infeasible
69,40,1,2,Infeasible
70,40,1,2,Infeasible
71,40,1,2,Infeasible
72,40,1,2,Infeasible
73,40,1,2,Infeasible
74,40,1,2,Infeasible
75,40,1,2,Infeasible
76,40,1,2,Infeasible
77,40,1,2,Infeasible
78,40,1,2,Infeasible
79,40,1,2,Infeasible
80,40,1,2,Infeasible
81,40,1,2,Infeasible
82,40,1,2,Infeasible
83,40,1,2,Infeasible
84,40,1,2,Infeasible
85,40,1,2,Infeasible
86,40,1,2,Infeasible
87,40,1,2,Infeasible
88,40,1,2,Infeasible
89,40,1,2,Infeasible
90,40,1,2,Infeasible
91,40,1,2,Infeasible
0,40,1,3,Infeasible
1,40,1,3,Infeasible
2,40,1,3,Infeasible
3,40,1,3,Infeasible
4,40,1,3,Infeasible
5,40,1,3,Infeasible
6,40,1,3,Infeasible
7,40,1,3,Infeasible
8,40,1,3,Infeasible
9,40,1,3,Infeasible
10,40,1,3,Infeasible
11,40,1,3,Infeasible
12,40,1,3,Infeasible
13,40,1,3,Infeasible
14,40,1,3,Infeasible
15,40,1,3,Infeasible
16,40,1,3,Infeasible
17,40,1,3,Infeasible
18,40,1,3,Infeasible
19,40,1,3,Infeasible
20,40,1,3,Infeasible
21,40,1,3,Infeasible
22,40,1,3,Infeasible
23,40,1,3,Infeasible
24,40,1,3,Infeasible
25,40,1,3,Infeasible
26,40,1,3,Infeasible
27,40,1,3,Infeasible
28,40,1,3,Infeasible
29,40,1,3,Infeasible
30,40,1,3,Infeasible
31,40,1,3,Infeasible
32,40,1,3,Feasible
33,40,1,3,Infeasible
34,40,1,3,Infeasible
35,40,1,3,Infeasible
36,40,1,3,Infeasible
37,40,1,3,Infeasible
38,40,1,3,Infeasible
39,40,1,3,Infeasible
40,40,1,3,Infeasible
41,40,1,3,Infeasible
42,40,1,3,Infeasible
43,40,1,3,Infeasible
44,40,1,3,Infeasible
45,40,1,3,Infeasible
46,40,1,3,Infeasible
47,40,1,3,Infeasible
48,40,1,3,Infeasible
49,40,1,3,Infeasible
50,40,1,3,Infeasible
51,40,1,3,Infeasible
52,40,1,3,Infeasible
53,40,1,3,Infeasible
54,40,1,3,Infeasible
55,40,1,3,Infeasible
56,40,1,3,Infeasible
57,40,1,3,Infeasible
58,40,1,3,Infeasible
59,40,1,3,Infeasible
60,40,1,3,Infeasible
61,40,1,3,Infeasible
62,40,1,3,Infeasible
63,40,1,3,Infeasible
64,40,1,3,Infeasible
65,40,1,3,Infeasible
66,40,1,3,Infeasible
67,40,1,3,Infeasible
68,40,1,3,Infeasible
69,40,1,3,Infeasible
70,40,1,3,Infeasible
71,40,1,3,Infeasible
72,40,1,3,Infeasible
73,40,1,3,Infeasible
74,40,1,3,Infeasible
75,40,1,3,Infeasible
76,40,1,3,Infeasible
77,40,1,3,Infeasible
78,40,1,3,Infeasible
79,40,1,3,Infeasible
80,40,1,3,Infeasible
81,40,1,3,Infeasible
82,40,1,3,Infeasible
83,40,1,3,Infeasible
84,40,1,3,Infeasible
85,40,1,3,Infeasible
86,40,1,3,Infeasible
87,40,1,3,Infeasible
88,40,1,3,Infeasible
89,40,1,3,Infeasible
90,40,1,3,Infeasible
91,40,1,3,Infeasible
0,41,1,1,Infeasible
1,41,1,1,Infeasible
2,41,1,1,Infeasible
3,41,1,1,Infeasible
4,41,1,1,Infeasible
5,41,1,1,Infeasible
6,41,1,1,Infeasible
7,41,1,1,Infeasible
8,41,1,1,Infeasible
9,41,1,1,Infeasible
10,41,1,1,Infeasible
11,41,1,1,Infeasible
12,41,1,1,Infeasible
13,41,1,1,Infeasible
14,41,1,1,Infeasible
15,41,1,1,Infeasible
16,41,1,1,Infeasible
17,41,1,1,Infeasible
18,41,1,1,Infeasible
19,41,1,1,Infeasible
20,41,1,1,Infeasible
21,41,1,1,Infeasible
22,41,1,1,Infeasible
23,41,1,1,Infeasible
24,41,1,1,Infeasible
25,41,1,1,Infeasible
26,41,1,1,Infeasible
27,41,1,1,Infeasible
28,41,1,1,Infeasible
29,41,1,1,Infeasible
30,41,1,1,Infeasible
31,41,1,1,Infeasible
32,41,1,1,Infeasible
33,41,1,1,Infeasible
34,41,1,1,Infeasible
35,41,1,1,Infeasible
36,41,1,1,Infeasible
37,41,1,1,Infeasible
38,41,1,1,Infeasible
39,41,1,1,Infeasible
40,41,1,1,Infeasible
41,41,1,1,Infeasible
42,41,1,1,Infeasible
43,41,1,1,Infeasible
44,41,1,1,Infeasible
45,41,1,1,Infeasible
46,41,1,1,Infeasible
47,41,1,1,Infeasible
48,41,1,1,Infeasible
49,41,1,1,Infeasible
50,41,1,1,Infeasible
51,41,1,1,Infeasible
52,41,1,1,Infeasible
53,41,1,1,Infeasible
54,41,1,1,Infeasible
55,41,1,1,Infeasible
56,41,1,1,Infeasible
57,41,1,1,Infeasible
58,41,1,1,Infeasible
59,41,1,1,Infeasible
60,41,1,1,Infeasible
61,41,1,1,Infeasible
62,41,1,1,Infeasible
63,41,1,1,Infeasible
64,41,1,1,Infeasible
65,41,1,1,Infeasible
66,41,1,1,Infeasible
67,41,1,1,Infeasible
68,41,1,1,Infeasible
69,41,1,1,Infeasible
